datetime,duration_ms,status,keyword_status
2026-02-16T16:22:13+00:00,1542,success,found
2026-02-16T16:40:36+00:00,1864,success,found
2026-02-16T17:01:25+00:00,4090,success,found
2026-02-16T17:21:33+00:00,2690,success,found
2026-02-16T17:38:49+00:00,2089,success,found
2026-02-16T17:56:33+00:00,1501,success,found
2026-02-16T18:13:35+00:00,1721,success,found
2026-02-16T18:29:17+00:00,2362,success,found
2026-02-16T18:50:07+00:00,1777,success,found
2026-02-16T19:07:48+00:00,1996,success,found
2026-02-16T19:23:12+00:00,1878,success,found
2026-02-16T19:38:47+00:00,1784,success,found
2026-02-16T19:50:41+00:00,2026,success,found
2026-02-16T19:59:34+00:00,2236,success,found
2026-02-16T20:13:27+00:00,1615,success,found
2026-02-16T20:27:40+00:00,2815,success,found
2026-02-16T20:44:57+00:00,2506,success,found
2026-02-16T20:57:35+00:00,1916,success,found
2026-02-16T21:10:54+00:00,2093,success,found
2026-02-16T21:23:57+00:00,2616,success,found
2026-02-16T21:39:06+00:00,1936,success,found
2026-02-16T21:51:35+00:00,1910,success,found
2026-02-16T22:00:42+00:00,6696,success,found
2026-02-16T22:13:32+00:00,14936,success,found
2026-02-16T22:26:58+00:00,1976,success,found
2026-02-16T22:43:44+00:00,1737,success,found
2026-02-16T22:57:14+00:00,1840,success,found
2026-02-16T23:10:01+00:00,1617,success,found
2026-02-16T23:22:58+00:00,2653,success,found
2026-02-16T23:38:29+00:00,2647,success,found
